,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
799,1,1,0,2,2,1,3,2,23,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,3,4.0,4.0,4.0,4.0,3.0,4.0,4,4,3,3,2,1,0,3,2,3,4,2,4,4,4,1,1,3.0,3,4.0,1
1846,1,1,1,0,2,0,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,4,3,4,4,4.0,3.0,3.0,4.0,3.0,2.0,1,0,4,4,4,4,2,1,0,4,4,3,4,3,4,2,2,4.0,3,3.0,1
6675,1,1,0,2,0,0,1,1,89,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3,4,4,4,4,3.0,4.0,3.0,2.0,4.0,2.0,4,2,3,4,3,3,2,4,4,3,3,4,4,4,4,4,1,2.0,2,2.0,0
625,0,1,1,0,4,0,1,0,36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4,4,4,4,4,3.0,4.0,4.0,3.0,4.0,3.0,4,1,3,2,2,2,1,0,2,4,4,3,3,3,3,4,1,3.0,3,3.0,0
211,0,0,1,2,2,1,2,4,121,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,2.0,2.0,3.0,2.0,2.0,2.0,1,1,3,4,3,3,3,1,3,3,4,4,4,3,3,4,3,3.0,2,2.0,0
1181,1,0,0,0,0,1,4,3,168,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,4,4,4,2,4.0,3.0,3.0,4.0,3.0,2.0,2,4,1,3,3,4,2,3,4,3,2,2,4,4,4,2,1,2.0,1,2.0,0
1357,1,1,2,2,2,1,2,0,40,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3,2,3,3,3,2.0,3.0,3.0,3.0,3.0,3.0,3,4,4,1,1,1,3,0,2,4,1,1,3,1,3,1,2,2.0,2,2.0,0
614,0,1,1,0,4,0,4,4,169,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3,4,4,3,3,2.0,3.0,3.0,3.0,3.0,2.0,1,1,1,4,4,4,1,0,3,2,2,4,4,4,4,1,1,3.0,2,2.0,0
408,1,0,0,0,2,0,0,1,139,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,3.0,3.0,2.0,4,3,2,3,3,3,1,4,3,4,2,2,3,2,4,1,3,3.0,3,3.0,1
4660,0,2,0,2,2,1,2,3,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3,4,3,4,4,3.0,4.0,4.0,3.0,3.0,4.0,2,2,3,3,4,4,3,1,1,3,3,3,4,3,3,1,2,4.0,2,4.0,1
3293,1,1,1,2,2,1,4,2,36,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,2,3,3,2.0,3.0,2.0,2.0,3.0,1.0,3,0,2,3,3,2,4,0,1,1,2,3,4,4,4,1,1,3.0,2,2.0,0
1433,1,1,0,0,2,0,3,0,23,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,4,2,4,2,3.0,3.0,3.0,2.0,3.0,2.0,4,4,3,4,4,4,4,0,2,4,2,4,4,4,2,1,2,3.0,4,2.0,0
182,0,0,1,3,2,0,0,2,197,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,3,3,3,3,1.0,2.0,3.0,1.0,3.0,1.0,3,3,4,4,3,3,4,3,4,4,2,2,2,2,3,3,4,2.0,2,0.0,0
385,1,1,0,2,3,0,1,1,83,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,3,4,4,1,3.0,2.0,3.0,3.0,2.0,2.0,3,3,1,4,3,3,1,3,2,3,2,2,4,4,3,1,0,1.0,4,3.0,1
6627,1,1,0,2,0,0,1,2,23,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,3,3.0,3.0,3.0,3.0,3.0,3.0,4,2,4,4,2,1,2,0,0,1,2,1,3,1,4,4,3,2.0,4,2.0,1
6000,1,2,1,0,2,0,0,2,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,3.0,4.0,2.0,4,2,3,3,2,2,2,4,3,4,1,2,2,3,4,2,4,2.0,3,3.0,1
5659,0,1,1,3,3,1,0,1,189,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,4,2,3,3,2.0,3.0,3.0,2.0,2.0,2.0,0,0,3,4,3,2,1,0,2,2,2,4,4,1,2,3,4,3.0,2,2.0,1
2488,1,0,0,4,0,0,0,0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,4,2,4,4,4,4,3,4,4,1,2,2,2,4,2,2,1.0,4,4.0,1
2038,1,1,2,2,0,0,3,0,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,3,3,3,4,2.0,4.0,3.0,3.0,2.0,2.0,4,0,3,4,3,3,3,0,4,3,1,2,4,2,3,0,3,3.0,2,3.0,0
6502,1,0,0,2,2,1,3,3,121,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,3.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,2,3,4,4,3,3,4,3,3,3,3,3.0,3,4.0,1
3211,0,0,0,2,0,0,2,2,10,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,3,3.0,4.0,4.0,4.0,4.0,1.0,2,0,4,4,4,4,3,1,0,4,1,3,3,3,4,2,1,3.0,3,2.0,0
5785,1,1,0,3,2,0,0,0,163,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,3.0,4.0,3.0,3.0,3,0,1,4,4,3,2,0,4,4,0,3,4,2,4,1,1,3.0,4,3.0,1
78,1,0,0,2,2,1,4,1,23,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3,3,4,4,3,3.0,3.0,3.0,3.0,3.0,3.0,3,1,3,3,3,3,2,2,2,4,1,3,4,3,4,3,0,1.0,3,3.0,1
2714,1,1,1,3,2,0,0,0,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,1,3.0,1.0,3.0,3.0,4.0,3.0,2,1,3,4,4,3,4,0,4,4,0,4,4,4,4,0,3,3.0,2,2.0,0
2355,0,0,1,3,2,0,4,4,105,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,2.0,3.0,3.0,4,3,4,4,4,3,3,3,3,4,3,4,4,4,4,4,2,3.0,3,2.0,0
3176,0,1,0,0,0,1,1,1,167,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,3,1.0,3.0,3.0,2.0,3.0,2.0,2,4,2,4,3,3,2,3,4,1,4,2,4,2,4,4,1,2.0,2,2.0,0
6167,0,1,0,4,2,0,1,0,193,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,2,2.0,2.0,2.0,2.0,2.0,2.0,2,3,4,4,4,4,2,1,4,4,4,4,4,2,2,4,1,3.0,2,2.0,0
5361,1,0,1,2,2,1,0,0,121,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3,4,4,4,4,3.0,3.0,2.0,2.0,2.0,1.0,3,0,3,2,0,0,3,0,4,3,0,0,2,1,2,1,0,3.0,3,3.0,1
5836,1,1,0,2,2,1,3,2,23,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,4,4,4,4,2.0,3.0,2.0,2.0,2.0,2.0,3,3,3,4,4,4,3,4,4,3,3,4,4,4,3,3,2,2.0,3,2.0,0
2915,0,1,1,0,1,0,0,0,194,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4,4,4,3,2.0,3.0,3.0,3.0,3.0,3.0,2,1,2,4,4,4,3,0,3,4,3,3,4,3,3,3,1,2.0,3,3.0,0
1904,0,1,1,0,2,0,0,0,109,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,3,2.0,3.0,2.0,3.0,3.0,3.0,2,2,3,3,4,4,2,2,3,4,2,3,2,4,4,3,2,3.0,2,3.0,1
1052,0,0,0,2,0,0,4,2,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,3.0,4.0,3.0,1,4,3,4,2,2,4,2,2,3,4,3,3,3,2,4,3,2.0,2,4.0,0
5664,0,1,0,3,0,0,0,1,189,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,4,2,3,3,4.0,2.0,3.0,3.0,3.0,3.0,0,0,3,4,3,2,1,0,2,2,2,4,4,1,2,3,4,2.0,2,3.0,1
4867,0,0,2,2,2,1,0,3,53,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,3,3,4.0,3.0,3.0,4.0,4.0,3.0,1,0,2,4,4,4,4,0,0,4,3,4,4,4,3,3,1,3.0,3,3.0,0
89,1,1,0,2,2,1,0,0,177,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3,3,4,2,1.0,1.0,2.0,2.0,2.0,1.0,4,1,4,3,3,2,2,1,3,2,1,3,4,3,3,1,1,2.0,2,1.0,0
1384,1,1,2,2,2,1,1,3,36,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,2,3,4,4,2.0,3.0,4.0,4.0,3.0,4.0,4,4,4,4,2,2,3,1,2,2,2,2,4,1,2,2,1,2.0,3,4.0,1
1752,1,1,1,0,2,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,4,3.0,3.0,3.0,3.0,3.0,1.0,1,1,1,4,3,3,3,1,4,2,2,1,4,4,4,3,1,2.0,2,2.0,0
803,1,1,0,2,0,0,3,2,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,3,1.0,4.0,2.0,2.0,2.0,2.0,4,4,3,3,2,1,0,3,2,3,4,2,4,4,4,1,1,3.0,3,1.0,0
6464,1,0,1,0,0,1,3,0,70,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3,4,4,4,3,2.0,4.0,4.0,2.0,2.0,3.0,3,3,3,4,4,4,1,1,3,4,4,4,4,4,4,4,0,2.0,3,2.0,0
985,0,0,0,2,0,0,4,0,179,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4,4,3,4,3.0,4.0,4.0,4.0,4.0,0.0,1,1,3,4,3,4,3,2,3,3,4,4,4,4,4,4,2,3.0,1,4.0,1
15,0,0,1,2,2,1,1,2,121,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3,2,4,4,1,2.0,4.0,3.0,2.0,4.0,2.0,1,1,3,4,4,3,1,2,4,4,0,4,4,3,4,1,0,2.0,2,2.0,0
6211,0,0,1,2,2,1,1,3,121,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,3,3,4,4,4.0,4.0,4.0,4.0,3.0,4.0,3,3,3,3,4,4,1,1,3,4,4,4,4,3,3,2,1,2.0,2,4.0,1
2728,1,1,0,2,0,0,2,3,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,3,1.0,3.0,2.0,2.0,2.0,1.0,2,2,4,4,3,4,4,1,4,3,2,3,4,3,3,1,2,2.0,2,1.0,0
3910,1,1,2,2,2,1,0,2,78,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3,4,3,4,3,2.0,4.0,4.0,3.0,3.0,1.0,4,1,1,4,4,4,4,1,4,3,0,4,4,3,3,1,1,4.0,2,3.0,0
5736,1,0,1,2,2,1,4,0,202,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4,3,4,4,2,3.0,3.0,3.0,3.0,2.0,3.0,1,1,3,4,4,3,0,1,2,4,1,3,4,4,4,3,0,3.0,3,3.0,1
2567,1,1,0,2,0,0,0,1,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,2.0,2.0,2.0,2.0,3,2,2,3,2,2,2,3,4,4,0,4,4,1,2,0,4,2.0,2,2.0,0
4734,0,0,0,2,2,1,4,3,63,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,3.0,4.0,4.0,3.0,4.0,3.0,4,2,3,4,4,4,1,1,3,3,3,4,4,2,3,3,1,2.0,4,3.0,1
6037,0,0,1,0,2,0,1,1,70,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,2,4,4,4,3.0,3.0,3.0,3.0,3.0,2.0,3,2,2,3,4,4,4,1,4,4,2,4,4,4,4,3,4,3.0,3,3.0,0
4621,1,1,0,0,0,1,1,1,29,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3,4,4,3,3,2.0,4.0,4.0,4.0,4.0,3.0,3,4,3,3,1,1,0,3,4,3,4,2,4,3,4,3,1,2.0,3,2.0,0
387,1,1,0,2,2,1,1,1,83,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,3,4,4,1,3.0,3.0,3.0,2.0,3.0,2.0,3,3,1,4,3,3,1,3,2,3,2,2,4,4,3,1,0,1.0,4,3.0,1
5322,0,0,1,2,2,1,0,2,192,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,3,3,3,3.0,3.0,4.0,4.0,4.0,4.0,1,0,4,4,2,2,4,2,3,3,2,3,4,4,4,4,1,3.0,2,4.0,1
3164,0,1,0,0,2,0,1,1,167,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,3,2,3,3,3.0,2.0,3.0,2.0,3.0,2.0,2,4,2,4,3,3,2,3,4,1,4,2,4,2,4,4,1,1.0,2,2.0,0
2903,0,1,0,0,2,0,0,0,194,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4,4,4,3,2.0,3.0,3.0,2.0,2.0,3.0,2,1,2,4,4,4,3,0,3,4,3,3,4,3,3,3,1,3.0,3,2.0,0
1213,0,0,1,2,2,1,4,4,192,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,2,2.0,4.0,4.0,2.0,4.0,3.0,1,0,4,4,2,2,1,0,3,3,4,4,3,3,4,4,2,2.0,1,3.0,1
2904,0,1,1,0,2,0,0,0,194,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4,4,4,3,3.0,3.0,3.0,3.0,3.0,4.0,2,1,2,4,4,4,3,0,3,4,3,3,4,3,3,3,1,4.0,3,3.0,1
1673,0,1,0,0,2,0,2,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,1.0,1.0,1.0,1.0,1.0,0.0,4,3,4,4,3,3,4,1,4,3,2,3,3,2,3,3,1,2.0,2,0.0,0
6353,1,0,1,0,3,0,2,0,70,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,3,4,4,4.0,2.0,2.0,2.0,3.0,4.0,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,0,3,2.0,3,0.0,0
2821,1,1,0,2,2,1,4,4,142,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,4,3,4,4,4.0,4.0,3.0,4.0,4.0,2.0,2,1,4,4,3,2,4,0,1,4,4,4,4,1,2,1,0,2.0,2,3.0,1
3285,1,1,0,2,0,0,4,2,36,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,2,3,3,3.0,3.0,4.0,2.0,2.0,4.0,3,0,2,3,3,2,4,0,1,1,2,3,4,4,4,1,1,3.0,2,3.0,0
32,0,0,0,0,3,0,0,0,121,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2,3,4,4,2,2.0,2.0,4.0,4.0,2.0,1.0,4,4,4,3,4,3,4,1,3,4,1,2,3,3,2,0,0,3.0,2,2.0,0
1721,1,1,1,1,2,0,1,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,3.0,4.0,3.0,4,4,4,3,3,2,1,2,4,3,1,3,4,3,4,1,1,3.0,3,3.0,1
4163,0,0,1,2,0,0,3,3,165,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,3,4,3,2.0,4.0,4.0,2.0,4.0,2.0,2,0,4,3,2,2,1,2,4,4,3,3,3,4,4,3,4,3.0,3,2.0,0
480,1,0,0,1,0,0,0,0,121,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,4,4,2,2,2,2,0,3,4,4,3,2,4,3,4,2,0,2.0,3,3.0,0
5650,0,1,1,1,2,0,0,0,22,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,4,4,4,3,4.0,4.0,4.0,4.0,4.0,4.0,4,1,4,4,3,3,4,1,4,4,0,2,1,3,4,3,4,2.0,4,4.0,1
4401,1,1,1,3,3,1,3,1,145,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,3.0,4.0,4.0,4.0,4.0,4,3,4,4,2,1,1,2,0,4,2,2,3,2,3,4,0,2.0,3,4.0,1
1845,1,1,1,0,2,0,1,0,14,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,4,3,4,4,3.0,3.0,3.0,3.0,3.0,3.0,1,0,4,4,4,4,2,1,0,4,4,3,4,3,4,2,2,2.0,3,3.0,1
3891,1,1,1,4,2,0,1,0,177,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,3,2.0,3.0,2.0,2.0,2.0,2.0,4,1,3,4,3,2,1,1,1,3,3,1,3,3,4,4,4,3.0,3,2.0,0
557,1,0,0,4,2,0,0,0,121,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,3,3,3,3,2.0,4.0,3.0,2.0,2.0,0.0,4,4,3,3,3,3,2,2,2,3,3,1,4,4,4,1,0,2.0,2,2.0,0
3224,0,0,0,0,2,0,1,2,17,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,3,3.0,3.0,3.0,2.0,2.0,2.0,4,2,3,4,4,3,4,2,3,4,1,3,2,3,3,3,2,2.0,2,3.0,1
1958,0,0,0,1,0,0,3,4,196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,3.0,4.0,3.0,1,3,2,4,4,4,3,1,4,4,4,4,4,4,4,4,3,3.0,2,3.0,1
3720,0,2,1,2,0,0,0,0,5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,4.0,4.0,4.0,4,1,4,4,4,4,3,1,2,4,1,4,4,4,4,2,1,3.0,4,4.0,0
186,0,0,0,2,2,1,2,2,192,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,4,3,4,4.0,3.0,4.0,4.0,4.0,3.0,4,4,3,3,3,3,1,1,3,3,3,2,3,3,4,4,2,2.0,3,4.0,1
4619,1,1,0,0,2,0,1,1,29,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3,4,4,3,3,2.0,4.0,4.0,4.0,4.0,2.0,3,4,3,3,1,1,0,3,4,3,4,2,4,3,4,3,1,3.0,3,2.0,0
3925,1,0,2,2,2,1,1,1,23,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3,4,3,4,4,2.0,3.0,4.0,2.0,2.0,1.0,4,1,2,3,3,3,3,2,3,4,2,2,2,3,4,2,0,3.0,2,1.0,0
2290,0,0,0,1,4,0,1,0,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,2.0,4.0,4.0,4.0,4.0,4.0,4,3,3,4,4,4,4,2,4,4,2,3,4,4,4,4,4,3.0,2,4.0,1
693,0,1,1,2,0,0,1,2,134,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,4,4,4,2.0,0.0,2.0,0.0,4.0,0.0,1,1,2,4,4,3,4,2,3,4,2,3,3,2,4,2,1,3.0,2,0.0,0
4350,1,2,0,2,0,0,2,2,104,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,3,2,3,4,3.0,3.0,4.0,4.0,4.0,4.0,1,0,1,2,4,4,1,1,2,4,3,4,4,3,3,1,1,4.0,2,3.0,0
830,1,1,0,4,2,0,4,4,23,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,4,4,3,3.0,4.0,4.0,4.0,3.0,2.0,2,2,3,3,3,3,1,1,2,3,2,3,3,1,3,3,1,3.0,2,3.0,1
6459,1,0,1,0,3,0,3,0,70,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,4,4,4,3,3.0,4.0,3.0,4.0,3.0,3.0,3,3,3,4,4,4,1,1,3,4,4,4,4,4,4,4,0,3.0,3,3.0,0
973,0,0,0,3,2,0,0,2,75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,3.0,4.0,2.0,2,2,2,4,3,2,1,0,2,4,3,4,4,3,4,1,2,3.0,1,2.0,1
3398,1,0,0,2,2,1,3,0,17,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,3,4.0,3.0,4.0,4.0,4.0,2.0,3,0,3,2,1,1,2,1,2,4,3,1,4,0,1,0,0,3.0,3,3.0,1
5773,1,1,0,1,0,0,2,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,3,4.0,4.0,4.0,4.0,4.0,3.0,3,4,4,3,3,3,2,3,3,4,4,4,4,3,4,3,2,3.0,3,4.0,1
2897,0,1,0,0,3,0,0,0,194,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,4,4,4,3,3.0,3.0,3.0,3.0,3.0,4.0,2,1,2,4,4,4,3,0,3,4,3,3,4,3,3,3,1,3.0,3,3.0,1
1222,0,0,1,0,2,0,0,1,121,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3,4,4,4,3,3.0,3.0,4.0,2.0,3.0,2.0,2,1,4,3,4,4,2,0,1,4,0,4,4,2,2,3,1,2.0,3,3.0,1
4859,0,0,0,2,2,1,0,3,53,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,3,3,1.0,2.0,3.0,3.0,4.0,2.0,1,0,2,4,4,4,4,0,0,4,3,4,4,4,3,3,1,2.0,3,2.0,0
6628,1,1,0,2,2,1,1,2,23,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,3,2.0,3.0,3.0,3.0,3.0,3.0,4,2,4,4,2,1,2,0,0,1,2,1,3,1,4,4,3,3.0,4,2.0,0
1787,1,1,1,2,0,0,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,3,3,4,1,3.0,4.0,4.0,3.0,3.0,2.0,1,0,3,3,3,3,1,0,0,4,4,4,4,2,2,1,1,3.0,3,2.0,0
5194,1,0,0,2,2,1,2,3,142,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,2.0,3,1,3,4,3,2,1,1,3,2,1,3,3,3,3,2,1,3.0,3,4.0,1
6143,0,0,0,2,2,1,1,0,204,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,3,3.0,3.0,2.0,3.0,2.0,0.0,2,1,2,4,3,3,2,2,4,4,4,4,4,3,4,4,2,2.0,1,2.0,0
2356,0,0,1,3,2,0,4,4,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,4.0,3.0,3.0,4,3,4,4,4,3,3,3,3,4,3,4,4,4,4,4,2,2.0,3,3.0,0
4872,0,1,0,2,2,1,0,1,164,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4,4,3,4,3,2.0,3.0,3.0,3.0,3.0,3.0,1,2,2,4,4,4,3,0,4,4,1,4,4,3,4,3,4,3.0,2,3.0,0
2175,0,0,1,2,3,0,4,4,183,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,4.0,4.0,4.0,3.0,4.0,1.0,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,1.0,1,3.0,0
